ByteRange0,ByteRange1,ByteRange2,ByteRange3,ByteRange4,ByteRange5,ByteRange6,ByteRange7,ByteRange8,ByteRange9,ByteRange10,ByteRange11,FitValue,Word,Category
108,97,112,115,97,110,103,0,0,0,0,0,0.011871124467481942,lapsang,booking_error
98,111,111,107,0,0,0,0,0,0,0,0,0.011866320970785712,book,booking_error
115,101,114,118,105,99,101,0,0,0,0,0,0.011859377063195611,service,booking_error
101,120,99,101,112,116,105,111,110,0,0,0,0.011851683353584176,exception,booking_error
102,97,105,108,101,100,0,0,0,0,0,0,0.01184574621380523,failed,booking_error
108,97,112,115,97,110,103,0,0,0,0,0,0.01183898308868174,lapsang,booking_error
115,101,114,118,105,99,101,0,0,0,0,0,0.011832086011145049,service,booking_error
105,110,118,111,99,97,116,105,111,110,0,0,0.011824342311175169,invocation,booking_error
114,101,113,117,101,115,116,117,114,108,0,0,0.011816170311229378,requesturl,booking_error
104,116,116,112,116,101,97,107,101,116,116,108,0.01186768519400222,httpteakettleqaocomhotelbooknstatuscode,booking_error
110,115,116,97,116,117,115,109,101,115,115,97,0.011860730151957474,nstatusmessage,booking_error
111,98,106,101,99,116,0,0,0,0,0,0,0.011854617073828115,object,booking_error
102,111,117,110,100,110,115,101,114,118,101,114,0.011846912381908329,foundnserver,booking_error
116,101,97,107,101,116,116,108,101,110,116,97,0.01183978757873012,teakettlentat,booking_error
99,111,109,111,114,98,105,116,122,116,98,115,0.012576899127253996,comorbitztbshotelbookhandlerhotelbookproducterrorhandlerhandlesystemexceptionhotelbookproducterrorhandlerjavantat,booking_error
99,111,109,111,114,98,105,116,122,116,98,115,0.013267426579053238,comorbitztbshotelbookhandlerhotelbookproducterrorhandlerhandlebaseexceptionhotelbookproducterrorhandlerjavantat,booking_error
99,111,109,111,114,98,105,116,122,116,98,115,0.01402431614803085,comorbitztbshotelbookhandlerhotelbookproducterrorhandlerhandlehotelbookexceptionshotelbookproducterrorhandlerjavantat,booking_error
99,111,109,111,114,98,105,116,122,116,98,115,0.014574562458808884,comorbitztbshotelbooksvchotelspireservationserviceimplbookproducthotelspireservationserviceimpljavantat,booking_error
99,111,109,111,114,98,105,116,122,116,98,115,0.01506487810075735,comorbitztbshotelbooksvchotelspireservationserviceimplbookproducthotelspireservationserviceimpljava,booking_error
114,101,115,101,114,118,97,116,105,111,110,0,0.015053556244130097,reservation,booking_error
99,97,110,0,0,0,0,0,0,0,0,0,0.015049201222516365,can,booking_error
99,111,109,112,108,101,116,101,100,0,0,0,0.015039169394215807,completed,booking_error
112,108,101,97,115,101,0,0,0,0,0,0,0.015031348027033549,please,booking_error
99,111,114,114,101,99,116,0,0,0,0,0,0.015022482978056943,correct,booking_error
99,117,115,116,111,109,101,114,0,0,0,0,0.015012590153943715,customer,booking_error
105,110,102,111,114,109,97,116,105,111,110,115,0.015001269663071517,informations,booking_error
116,114,121,0,0,0,0,0,0,0,0,0,0.01499625918503674,try,booking_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014985096258462904,reservation,booking_error
99,97,110,0,0,0,0,0,0,0,0,0,0.014980791292052396,can,booking_error
99,111,109,112,108,101,116,101,100,0,0,0,0.014970892297914436,completed,booking_error
112,108,101,97,115,101,0,0,0,0,0,0,0.014963166483805239,please,booking_error
99,111,114,114,101,99,116,0,0,0,0,0,0.014954412055239875,correct,booking_error
101,109,97,105,108,0,0,0,0,0,0,0,0.014947786168322211,email,booking_error
97,100,100,114,101,115,115,0,0,0,0,0,0.014939238267572446,address,booking_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014928203625402939,reservation,booking_error
99,97,110,0,0,0,0,0,0,0,0,0,0.014923938906145214,can,booking_error
112,114,111,99,101,115,115,101,100,0,0,0,0.014913979733664002,processed,booking_error
100,97,121,115,0,0,0,0,0,0,0,0,0.014908192450314656,days,booking_error
99,111,114,114,101,99,116,0,0,0,0,0,0.014899524152906619,correct,booking_error
105,110,102,111,114,109,97,116,105,111,110,0,0.01488876093825342,information,booking_error
116,114,121,0,0,0,0,0,0,0,0,0,0.014883843196195935,try,booking_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014872934506500802,reservation,booking_error
99,97,110,0,0,0,0,0,0,0,0,0,0.014868709493672813,can,booking_error
112,114,111,99,101,115,115,101,100,0,0,0,0.014858857122569978,processed,booking_error
102,105,114,115,116,0,0,0,0,0,0,0,0.0148518598495332,first,booking_error
110,97,109,101,0,0,0,0,0,0,0,0,0.014846374291406486,name,booking_error
99,111,110,116,97,105,110,115,0,0,0,0,0.014837087428379926,contains,booking_error
105,110,118,97,108,105,100,0,0,0,0,0,0.014828696303190952,invalid,booking_error
100,97,116,97,0,0,0,0,0,0,0,0,0.014823336670610723,data,booking_error
112,108,101,97,115,101,0,0,0,0,0,0,0.014815809367495937,please,booking_error
99,111,114,114,101,99,116,0,0,0,0,0,0.014807284860505464,correct,booking_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014796544350527527,reservation,booking_error
116,114,121,0,0,0,0,0,0,0,0,0,0.014791700906761743,try,booking_error
116,105,109,101,111,117,116,0,0,0,0,0,0.01478290174964183,timeout,booking_error
101,120,99,101,112,116,105,111,110,0,0,0,0.014773104946951299,exception,booking_error
111,99,99,117,114,114,101,100,0,0,0,0,0.014764063090822788,occurred,booking_error
114,111,108,108,98,97,99,107,111,110,116,105,0.014754570805067988,rollbackontimeout,booking_error
116,114,117,101,0,0,0,0,0,0,0,0,0.01474872123147065,true,booking_error
111,114,100,101,114,0,0,0,0,0,0,0,0.014742038222947808,order,booking_error
119,105,108,108,0,0,0,0,0,0,0,0,0.014736318238406161,will,booking_error
114,111,108,108,101,100,0,0,0,0,0,0,0.014728794611553426,rolled,booking_error
98,97,99,107,0,0,0,0,0,0,0,0,0.014723661615023757,back,booking_error
98,111,111,107,105,110,103,0,0,0,0,0,0.01471541778813924,booking,booking_error
97,116,116,101,109,112,116,0,0,0,0,0,0.014706862748038637,attempt,booking_error
116,105,109,101,100,0,0,0,0,0,0,0,0.01470035813927461,timed,booking_error
97,116,116,101,109,112,116,0,0,0,0,0,0.014691825720547782,attempt,booking_error
98,111,111,107,105,110,103,0,0,0,0,0,0.014683628671775225,booking,booking_error
114,101,99,101,105,118,101,0,0,0,0,0,0.014675531591389252,receive,booking_error
101,114,114,111,114,0,0,0,0,0,0,0,0.014668725393185875,error,booking_error
116,114,97,118,101,108,110,111,119,99,111,109,0.014658096862603822,travelnowcom,booking_error
115,101,114,118,105,99,101,0,0,0,0,0,0.014649835570639987,service,booking_error
114,101,113,117,101,115,116,0,0,0,0,0,0.014641237469891969,request,booking_error
115,112,101,99,105,102,105,101,100,0,0,0,0.014632220673552292,specified,booking_error
101,109,97,105,108,0,0,0,0,0,0,0,0.014625960969840332,email,booking_error
97,100,100,114,101,115,115,0,0,0,0,0,0.014617907588704097,address,booking_error
114,101,115,111,108,118,101,100,0,0,0,0,0.014608943915771621,resolved,booking_error
116,114,97,118,101,108,110,111,119,99,111,109,0.014598455220284955,travelnowcom,booking_error
117,110,97,98,108,101,0,0,0,0,0,0,0.014591275373495883,unable,booking_error
97,112,112,114,111,112,114,105,97,116,101,108,0.014580829573167722,appropriately,booking_error
99,114,101,97,116,101,0,0,0,0,0,0,0.01457371837251021,create,booking_error
98,97,99,107,101,110,100,0,0,0,0,0,0.014566178573189372,backend,booking_error
105,110,102,111,114,109,97,116,105,111,110,0,0.01455614867926015,information,booking_error
114,101,113,117,105,114,101,100,0,0,0,0,0.014547340349634178,required,booking_error
114,101,113,117,101,115,116,0,0,0,0,0,0.014538910226533018,request,booking_error
116,114,121,0,0,0,0,0,0,0,0,0,0.0145342773703399,try,booking_error
112,114,111,99,101,115,115,0,0,0,0,0,0.014526009232884786,process,booking_error
114,101,115,101,114,118,97,116,105,111,110,0,0.014515894209959364,reservation,booking_error
99,111,110,116,97,99,116,0,0,0,0,0,0.014507926082054803,contact,booking_error
117,115,0,0,0,0,0,0,0,0,0,0,0.01450475456785477,us,booking_error
117,110,97,98,108,101,0,0,0,0,0,0,0.014497699608095892,unable,booking_error
97,100,100,0,0,0,0,0,0,0,0,0,0.014493865120788086,add,booking_error
116,114,97,118,101,108,101,114,0,0,0,0,0.014485103401987517,traveler,booking_error
99,111,110,102,105,114,109,97,116,105,111,110,0.014475242532500527,confirmation,booking_error
110,117,109,98,101,114,0,0,0,0,0,0,0.01446797269967198,number,booking_error
99,117,114,114,101,110,116,108,121,0,0,0,0.014458423616388803,currently,booking_error
97,118,97,105,108,97,98,108,101,0,0,0,0.01444989307429436,available,booking_error
119,105,108,108,0,0,0,0,0,0,0,0,0.014444458517555773,will,booking_error
101,109,97,105,108,0,0,0,0,0,0,0,0.014438410136857708,email,booking_error
99,111,110,102,105,114,109,97,116,105,111,110,0.014428654097714929,confirmation,booking_error
110,117,109,98,101,114,0,0,0,0,0,0,0.014421447760787836,number,booking_error
98,101,99,111,109,101,115,0,0,0,0,0,0.014413818088576096,becomes,booking_error
97,118,97,105,108,97,98,108,101,0,0,0,0.014405365514256575,available,booking_error
101,114,114,111,114,0,0,0,0,0,0,0,0.01439888619587008,error,booking_error
98,111,111,107,104,111,108,100,0,0,0,0,0.014390553061262067,bookhold,booking_error
101,114,114,111,114,0,0,0,0,0,0,0,0.014384090501857206,error,booking_error
101,120,112,101,100,105,97,0,0,0,0,0,0.014376486279049286,expedia,booking_error
98,111,111,107,0,0,0,0,0,0,0,0,0.014371301861017698,book,booking_error
104,111,108,100,0,0,0,0,0,0,0,0,0.014366177296864468,hold,booking_error
114,101,113,0,0,0,0,0,0,0,0,0,0.014361998841817167,req,booking_error
102,97,105,108,101,100,0,0,0,0,0,0,0.014355376659916213,failed,booking_error
101,114,114,111,114,0,0,0,0,0,0,0,0.01434895214698333,error,booking_error
117,110,107,110,111,119,110,0,0,0,0,0,0.014340731234259359,unknown,booking_error
99,114,101,97,116,101,0,0,0,0,0,0,0.014333926735701929,create,booking_error
111,114,100,101,114,0,0,0,0,0,0,0,0.014327719185964698,order,booking_error
117,110,101,120,112,101,99,116,101,100,0,0,0.014318494090460487,unexpected,booking_error
101,120,99,101,112,116,105,111,110,0,0,0,0.014309566639411284,exception,booking_error
106,97,118,97,0,0,0,0,0,0,0,0,0.014304565140465861,java,booking_error
117,116,105,108,0,0,0,0,0,0,0,0,0.014299182825298391,util,booking_error
109,105,115,115,105,110,103,114,101,115,111,117,0.014289859968062892,missingresource,booking_error
101,120,99,101,112,116,105,111,110,0,0,0,0.01428098900983008,exception,booking_error
102,105,110,100,0,0,0,0,0,0,0,0,0.014276029287740551,find,booking_error
108,101,116,116,101,114,0,0,0,0,0,0,0.014268927378325367,letter,booking_error
99,111,117,110,116,114,121,0,0,0,0,0,0.014260779186971951,country,booking_error
99,111,100,101,0,0,0,0,0,0,0,0,0.01425591818577531,code,booking_error
117,107,0,0,0,0,0,0,0,0,0,0,0.014252988228812677,uk,booking_error
106,97,118,97,117,116,105,108,0,0,0,0,0.014244698165012237,javautil,booking_error
109,105,115,115,105,110,103,0,0,0,0,0,0.014236939487845523,missing,booking_error
114,101,115,111,117,114,99,101,0,0,0,0,0.014228566903017796,resource,booking_error
101,120,99,101,112,116,105,111,110,0,0,0,0.014219803392208902,exception,booking_error
102,105,110,100,0,0,0,0,0,0,0,0,0.014214896193952976,find,booking_error
108,101,116,116,101,114,0,0,0,0,0,0,0.014207872845966679,letter,booking_error
99,111,117,110,116,114,121,0,0,0,0,0,0.01419981672032149,country,booking_error
99,111,100,101,0,0,0,0,0,0,0,0,0.01419500715329356,code,booking_error
117,107,0,0,0,0,0,0,0,0,0,0,0.014192106804832771,uk,booking_error
106,97,118,97,0,0,0,0,0,0,0,0,0.014187208742986542,java,booking_error
117,116,105,108,0,0,0,0,0,0,0,0,0.014181937222526303,util,booking_error
108,111,99,97,108,101,0,0,0,0,0,0,0.01417538481408883,locale,booking_error
103,101,116,105,115,111,0,0,0,0,0,0,0.01416847707964963,getiso,booking_error
99,111,117,110,116,114,121,0,0,0,0,0,0.01416047761080789,country,booking_error
101,114,114,111,114,98,111,111,107,105,110,103,0.014158731270130233,errorbookingrulechanged,booking_error
104,111,116,101,108,0,0,0,0,0,0,0,0.01415273007202518,hotel,booking_error
114,117,108,101,115,0,0,0,0,0,0,0,0.014146534425116947,rules,booking_error
99,104,97,110,103,101,100,0,0,0,0,0,0.014139572315257629,changed,booking_error
116,105,109,101,0,0,0,0,0,0,0,0,0.014134554738515808,time,booking_error
98,111,111,107,105,110,103,0,0,0,0,0,0.014127194997796865,booking,booking_error
101,114,114,111,114,99,111,117,112,111,110,0,0.014117770131386613,errorcoupon,booking_error
101,114,114,111,114,99,117,114,114,101,110,99,0.01411605358026038,errorcurrencyhaschanged,booking_error
101,114,114,111,114,99,117,115,116,111,109,101,0.014106540890660888,errorcustomer,booking_error
102,105,108,101,101,114,114,111,114,0,0,0,0.014098094437543859,fileerror,booking_error
101,114,114,111,114,99,117,115,116,111,109,101,0.014088627352515721,errorcustomer,booking_error
102,105,108,101,101,114,114,111,114,0,0,0,0.014080216186263149,fileerror,booking_error
99,117,115,116,111,109,101,114,0,0,0,0,0.014072005761209105,customer,booking_error
97,100,100,0,0,0,0,0,0,0,0,0,0.014068462679882602,add,booking_error
102,97,105,108,101,100,0,0,0,0,0,0,0.0140622260846813,failed,booking_error
101,114,114,111,114,100,117,112,108,105,99,97,0.014063515736783478,errorduplicatemessageguid,booking_error
101,114,114,111,114,112,114,105,99,101,109,105,0.014056649769619557,errorpricemismatch,booking_error
105,110,116,101,114,110,97,108,0,0,0,0,0.014048781848355112,internal,booking_error
97,112,112,108,105,99,97,116,105,111,110,0,0.014040130872037572,application,booking_error
101,114,114,111,114,109,101,115,115,97,103,101,0.01410927882886755,errormessagereferenceidunknownmessagereferenceid,booking_error
101,120,99,101,112,116,105,111,110,104,111,116,0.014100468152348885,exceptionhotel,booking_error
112,114,105,99,101,0,0,0,0,0,0,0,0.014094759944978455,price,booking_error
99,104,97,110,103,101,100,0,0,0,0,0,0.014087998650259576,changed,booking_error
98,111,111,107,105,110,103,0,0,0,0,0,0.014080844077472043,booking,booking_error
101,114,114,111,114,117,110,107,110,111,119,110,0.014071402806201321,errorunknown,booking_error
105,110,116,101,114,110,97,108,0,0,0,0,0.014063609958468073,internal,booking_error
97,112,112,108,105,99,97,116,105,111,110,0,0.014055038304727633,application,booking_error
101,114,114,111,114,109,101,115,115,97,103,101,0.014123358488323726,errormessagereferenceidunknownmessagereferenceid,booking_error
101,120,99,101,112,116,105,111,110,102,97,105,0.014115345608700536,exceptionfailed,booking_error
99,117,114,114,101,110,99,121,0,0,0,0,0.014107400205044385,currency,booking_error
99,111,110,118,101,114,115,105,111,110,0,0,0.014098667628904308,conversion,booking_error
99,111,109,109,111,110,101,114,114,111,114,115,0.01409276918012393,commonerrorsmsterror,booking_error
116,110,111,119,101,114,114,111,114,97,116,116,0.014106238810705463,tnowerrorattrgtsuppliererrorcode,booking_error
99,111,109,109,111,110,101,114,114,111,114,115,0.01417972037243988,commonerrorsmsterrorsuppliererrorcodetnowerrorattr,booking_error
109,121,115,116,105,113,117,101,98,111,111,107,0.014171044490336666,mystiquebooking,booking_error
99,97,110,99,101,108,108,101,100,0,0,0,0.01416348557575496,cancelled,cancel_error
112,114,111,100,117,99,116,0,0,0,0,0,0.014156146050935998,product,cancel_error
99,97,110,99,101,108,108,101,100,112,114,111,0.014148646646583732,cancelledproduct,cancel_error
99,108,105,101,110,116,0,0,0,0,0,0,0.014142283331867612,client,cancel_error
102,111,117,110,100,0,0,0,0,0,0,0,0.014136599533229169,found,cancel_error
115,121,115,116,101,109,0,0,0,0,0,0,0.014129768522129027,system,cancel_error
104,111,116,101,108,0,0,0,0,0,0,0,0.01412409697601762,hotel,cancel_error
112,114,101,99,97,110,99,101,108,0,0,0,0.014116388494000279,precancel,cancel_error
102,97,105,108,101,100,0,0,0,0,0,0,0.01411039085951515,failed,cancel_error
99,97,110,99,101,108,0,0,0,0,0,0,0.014104387187812702,cancel,cancel_error
117,99,0,0,0,0,0,0,0,0,0,0,0.014101779623511952,uc,cancel_error
104,111,116,101,108,0,0,0,0,0,0,0,0.014096136403240292,hotel,cancel_error
115,101,103,109,101,110,116,0,0,0,0,0,0.014089070272104593,segment,cancel_error
109,117,108,116,105,0,0,0,0,0,0,0,0.014083251141389483,multi,cancel_error
114,111,111,109,0,0,0,0,0,0,0,0,0.0140783554457124,room,cancel_error
112,97,114,116,105,97,108,0,0,0,0,0,0.014071387620047096,partial,cancel_error
99,97,110,99,101,108,108,97,116,105,111,110,0.01406322586391165,cancellation,cancel_error
109,117,108,116,105,114,111,111,109,112,97,114,0.01406927456675638,multiroompartialcancellation,cancel_error
104,111,116,101,108,0,0,0,0,0,0,0,0.014063683579704356,hotel,cancel_error
99,111,110,102,105,114,109,97,116,105,111,110,0.014055216252719178,confirmation,cancel_error
110,117,109,98,101,114,0,0,0,0,0,0,0.014048859865566239,number,cancel_error
102,111,117,110,100,0,0,0,0,0,0,0,0.014043290917659733,found,cancel_error
104,111,116,101,108,99,111,110,102,105,114,109,0.014036210804868322,hotelconfirmation,cancel_error
110,117,109,98,101,114,0,0,0,0,0,0,0.014029882277650787,number,cancel_error
102,111,117,110,100,0,0,0,0,0,0,0,0.014024337233157162,found,cancel_error
111,114,100,101,114,0,0,0,0,0,0,0,0.014018797477185341,order,cancel_error
99,117,114,114,101,110,116,108,121,0,0,0,0.014010557744669513,currently,cancel_error
112,114,111,99,101,115,115,101,100,0,0,0,0.014002727543606317,processed,cancel_error
112,97,114,116,105,97,108,0,0,0,0,0,0.013995892883729495,partial,cancel_error
99,97,110,99,101,108,108,97,116,105,111,110,0.013987912323868057,cancellation,cancel_error
112,114,111,100,117,99,116,117,110,97,118,97,0.013981730474422577,productunavailable,cancel_error
112,108,101,97,115,101,0,0,0,0,0,0,0.013975659460736152,please,cancel_error
99,111,110,116,97,99,116,0,0,0,0,0,0.013968882247596017,contact,cancel_error
99,117,115,116,111,109,101,114,0,0,0,0,0.013961271418338297,customer,cancel_error
115,101,114,118,105,99,101,0,0,0,0,0,0.013954452180221606,service,cancel_error
112,108,101,97,115,101,0,0,0,0,0,0,0.013948412350911607,please,cancel_error
101,110,116,101,114,0,0,0,0,0,0,0,0.013942933017763082,enter,cancel_error
99,117,115,116,111,109,101,114,115,0,0,0,0.013934868939438329,customers,cancel_error
114,101,115,101,114,118,97,116,105,111,110,0,0.013926482574621228,reservation,cancel_error
